"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description"
"CVE-2024-33748","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-13T11:44:04.417Z","Cross-site scripting (XSS) vulnerability in the search function in Maven net.mingsoft MS Basic 2.1.13.4 and earlier.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33271","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T20:42:52.154Z","An issue in FME Modules eventsmanager before 4.4.0 allows an attacker to obtain sensitive information from the ps_customer component.","","","","CWE-359","CWE-359 Exposure of Private Personal Information to an Unauthorized Actor"
"CVE-2024-33007","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T18:54:48.907Z","PDFViewer is a control delivered as part of SAPUI5 product which shows the PDF content in an embedded mode by default. If a PDF document contains embedded JavaScript (or any harmful client-side script), the PDFViewer will execute the JavaScript embedded in the PDF which can cause a potential security threat.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33303","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:09:25.773Z","SourceCodester Product Show Room 1.0 is vulnerable to Cross Site Scripting (XSS) via ""First Name"" under Add Users.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33404","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T14:48:32.258Z","A SQL injection vulnerability in /model/add_student_first_payment.php in campcodes Complete Web-Based School Management System 1.0 allows attacker to execute arbitrary SQL commands via the index parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33485","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-15T14:32:26.227Z","SQL Injection vulnerability in CASAP Automated Enrollment System using PHP/MySQLi with Source Code V1.0 allows a remote attacker to obtain sensitive information via a crafted payload to the login.php component","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33789","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:20:43.080Z","Linksys E5600 v1.1.0.26 was discovered to contain a command injection vulnerability via the ipurl parameter at /API/info form endpoint.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-33276","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T17:39:15.445Z","SQL Injection vulnerability in FME Modules preorderandnotication v.3.1.0 and before allows a remote attacker to run arbitrary SQL commands via the PreorderModel::getIdProductAttributesByIdAttributes() method.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33668","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-26T15:27:54.819Z","An issue was discovered in Zammad before 6.3.0. The Zammad Upload Cache uses insecure, partially guessable FormIDs to identify content. An attacker could try to brute force them to upload malicious content to article drafts they have no access to.","","","","CWE-639","CWE-639 Authorization Bypass Through User-Controlled Key"
"CVE-2024-33161","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T19:25:24.532Z","J2EEFAST v2.7.0 was discovered to contain a SQL injection vulnerability via the sql_filter parameter in the unallocatedList() function.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33877","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:23:46.735Z","HDF5 Library through 1.14.3 has a heap-based buffer overflow in H5T__conv_struct_opt in H5Tconv.c.","","","","CWE-122","CWE-122 Heap-based Buffer Overflow"
"CVE-2024-33444","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T15:28:06.931Z","SQL injection vulnerability in onethink v.1.1 allows a remote attacker to escalate privileges via a crafted script to the ModelModel.class.php component.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33144","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T18:04:13.403Z","J2EEFAST v2.7.0 was discovered to contain a SQL injection vulnerability via the sql_filter parameter in the findApplyedTasksPage function in BpmTaskMapper.xml.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33294","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T14:43:02.259Z","An issue in Library System using PHP/MySQli with Source Code V1.0 allows a remote attacker to execute arbitrary code via the _FAILE variable in the student_edit_photo.php component.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-33874","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-15T15:50:08.197Z","HDF5 Library through 1.14.3 has a heap buffer overflow in H5O__mtime_new_encode in H5Omtime.c.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-33110","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-06T17:29:47.351Z","D-Link DIR-845L router v1.01KRb03 and before is vulnerable to Permission Bypass via the getcfg.php component.","","","","CWE-287","CWE-287 Improper Authentication"
"CVE-2024-33442","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-20T16:08:59.031Z","An issue in flusity-CMS v.2.33 allows a remote attacker to execute arbitrary code via the add_post.php component.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-33829","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-06T14:51:21.860Z","idccms v1.35 was discovered to contain a Cross-Site Request Forgery (CSRF) via the component /admin/readDeal.php?mudi=updateWebCache.","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)"
"CVE-2024-33272","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T20:03:06.916Z","SQL injection vulnerability in KnowBand for PrestaShop autosuggest before 2.0.0 allows an attacker to run arbitrary SQL commands via the AutosuggestSearchModuleFrontController::initContent(), and AutosuggestSearchModuleFrontController::getKbProducts() components.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33805","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-30T18:43:06.076Z","A SQL injection vulnerability in /model/get_student.php in campcodes Complete Web-Based School Management System 1.0 allows an attacker to execute arbitrary SQL commands via the id parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33402","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-05T20:48:22.647Z","A SQL injection vulnerability in /model/approve_petty_cash.php in campcodes Complete Web-Based School Management System 1.0 allows attacker to execute arbitrary SQL commands via the id parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33343","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-26T18:24:39.717Z","D-Link DIR-822+ V1.0.5 was found to contain a command injection in ChgSambaUserSettings function of prog.cgi, which allows remote attackers to execute arbitrary commands via shell.","","","","CWE-78","CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')"
"CVE-2024-33424","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T18:13:33.504Z","A cross-site scripting (XSS) vulnerability in the Settings menu of CMSimple v5.15 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Downloads parameter under the Language section.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33332","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T15:25:17.265Z","An issue discovered in SpringBlade 3.7.1 allows attackers to obtain sensitive information via crafted GET request to api/blade-system/tenant.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33786","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T13:18:19.373Z","An arbitrary file upload vulnerability in Zhongcheng Kexin Ticketing Management Platform 20.04 allows attackers to execute arbitrary code via uploading a crafted file.","","","","CWE-434","CWE-434 Unrestricted Upload of File with Dangerous Type"
"CVE-2024-33867","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T15:40:45.758Z","An issue was discovered in linqi before 1.4.0.1 on Windows. There is a hardcoded password salt.","","","","CWE-259","CWE-259 Use of Hard-coded Password"
"CVE-2024-33900","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T17:34:16.332Z","KeePassXC 2.7.7 allows an attacker (who has the privileges of the victim) to recover cleartext credentials via a memory dump. NOTE: the vendor disputes this because memory-management constraints make this unavoidable in the current design and other realistic designs.","","","","CWE-316","CWE-316 Cleartext Storage of Sensitive Information in Memory"
"CVE-2024-33781","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T18:52:11.818Z","MP-SPDZ v0.3.8 was discovered to contain a stack overflow via the function octetStream::get_bytes in /Tools/octetStream.cpp. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted message.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33120","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T18:36:08.552Z","Roothub v2.5 was discovered to contain an arbitrary file upload vulnerability via the customPath parameter in the upload() function. This vulnerability allows attackers to execute arbitrary code via a crafted JSP file.","","","","CWE-434","CWE-434 Unrestricted Upload of File with Dangerous Type"
"CVE-2024-33434","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T20:06:06.690Z","An issue in tiagorlampert CHAOS before 1b451cf62582295b7225caf5a7b506f0bad56f6b and 24c9e109b5be34df7b2bce8368eae669c481ed5e allows a remote attacker to execute arbitrary code via the unsafe concatenation of the `filename` argument into the `buildStr` string without any sanitization or filtering.","","","","CWE-78","CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')"
"CVE-2024-33753","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T15:10:04.067Z","Section Camera V2.5.5.3116-S50-SMA-B20160811 and earlier versions allow the accounts and passwords of administrators and users to be changed without authorization.","","","","CWE-200","CWE-200 Exposure of Sensitive Information to an Unauthorized Actor"
"CVE-2024-33344","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-29T15:44:16.106Z","D-Link DIR-822+ V1.0.5 was found to contain a command injection in ftext function of upload_firmware.cgi, which allows remote attackers to execute arbitrary commands via shell.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-33121","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T14:54:22.840Z","Roothub v2.6 was discovered to contain a SQL injection vulnerability via the 's' parameter in the search() function.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33862","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-08T14:17:27.382Z","A buffer-management vulnerability in OPC Foundation OPCFoundation.NetStandard.Opc.Ua.Core before 1.05.374.54 could allow remote attackers to exhaust memory resources. It is triggered when the system receives an excessive number of messages from a remote source. This could potentially lead to a denial of service (DoS) condition, disrupting the normal operation of the system.","","","","CWE-770","CWE-770 Allocation of Resources Without Limits or Throttling"
"CVE-2024-33327","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-27T16:01:59.292Z","A cross-site scripting (XSS) vulnerability in the component UrlAccessibilityEvaluation.jsp of Lumisxp v15.0.x to v16.1.x allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the contentHtml parameter.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33864","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T16:36:49.716Z","An issue was discovered in linqi before 1.4.0.1 on Windows. There is SSRF via Document template generation; i.e., via remote images in process creation, file inclusion, and PDF document generation via malicious JavaScript.","","","","CWE-918","CWE-918 Server-Side Request Forgery (SSRF)"
"CVE-2024-33792","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-16T18:12:11.849Z","netis-systems MEX605 v2.00.06 allows attackers to execute arbitrary OS commands via a crafted payload to the tracert page.","","","","CWE-20","CWE-20 Improper Input Validation"
"CVE-2024-33215","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T18:29:42.525Z","Tenda FH1206 V1.2.0.8(8155)_EN was discovered to contain a stack-based buffer overflow vulnerability via the mitInterface parameter in ip/goform/addressNat.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33832","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-03T19:51:28.579Z","OneNav v0.9.35-20240318 was discovered to contain a Server-Side Request Forgery (SSRF) via the component /index.php?c=api&method=get_link_info.","","","","CWE-918","CWE-918 Server-Side Request Forgery (SSRF)"
"CVE-2024-33214","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T18:56:51.366Z","Tenda FH1206 V1.2.0.8(8155)_EN was discovered to contain a stack-based buffer overflow vulnerability via the entrys parameter in ip/goform/RouteStatic.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-33780","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-10T13:19:12.284Z","MP-SPDZ v0.3.8 was discovered to contain a segmentation violation via the function osuCrypto::copyOut at /Tools/SilentPprf.cpp. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted message.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-33155","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-04T20:53:06.173Z","J2EEFAST v2.7.0 was discovered to contain a SQL injection vulnerability via the sql_filter parameter in the getDeptList() function.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33431","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T17:36:05.969Z","An issue in phiola/src/afilter/conv.c:115 of phiola v2.0-rc22 allows a remote attacker to cause a denial of service via a crafted .wav file.","","","","CWE-670","CWE-670 Always-Incorrect Control Flow Implementation"
"CVE-2024-33118","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-18T15:22:37.524Z","LuckyFrameWeb v3.5.2 was discovered to contain an arbitrary read vulnerability via the fileDownload method in class com.luckyframe.project.common.CommonController.","","","","CWE-494","CWE-494 Download of Code Without Integrity Check"
"CVE-2024-33383","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T20:49:00.609Z","Arbitrary File Read vulnerability in novel-plus 4.3.0 and before allows a remote attacker to obtain sensitive information via a crafted GET request using the filePath parameter.","","","","CWE-639","CWE-639 Authorization Bypass Through User-Controlled Key"
"CVE-2024-33335","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T15:54:32.530Z","SQL Injection vulnerability in H3C technology company SeaSQL DWS V2.0 allows a remote attacker to execute arbitrary code via a crafted file.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-33804","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T18:06:26.362Z","A SQL injection vulnerability in /model/get_subject.php in campcodes Complete Web-Based School Management System 1.0 allows an attacker to execute arbitrary SQL commands via the id parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33101","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T15:46:42.779Z","A stored cross-site scripting (XSS) vulnerability in the component /action/anti.php of ThinkSAAS v3.7.0 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the word parameter.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33139","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-18T15:26:41.014Z","J2EEFAST v2.7.0 was discovered to contain a SQL injection vulnerability via the sql_filter parameter in the findpage function.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33180","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T15:06:40.935Z","Tenda AC18 V15.03.3.10_EN was discovered to contain a stack-based buffer overflow vulnerability via the deviceId parameter at ip/goform/saveParentControlInfo.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-33329","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-26T23:17:40.174Z","A hardcoded privileged ID within Lumisxp v15.0.x to v16.1.x allows attackers to bypass authentication and access internal pages and other sensitive information.","","","","CWE-798","CWE-798 Use of Hard-coded Credentials"
"CVE-2024-33871","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-05T14:15:05.981Z","An issue was discovered in Artifex Ghostscript before 10.03.1. contrib/opvp/gdevopvp.c allows arbitrary code execution via a custom Driver library, exploitable via a crafted PostScript document. This occurs because the Driver parameter for opvp (and oprp) devices can have an arbitrary name for a dynamic library; this library is then loaded.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-33406","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-24T16:22:34.306Z","SQL injection vulnerability in /model/delete_student_grade_subject.php in campcodes Complete Web-Based School Management System 1.0 allows attacker to execute arbitrary SQL commands via the index parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33775","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T17:12:53.839Z","An issue with the Autodiscover component in Nagios XI 2024R1.01 allows a remote attacker to escalate privileges via a crafted Dashlet.","","","","CWE-269","CWE-269 Improper Privilege Management"
"CVE-2024-33525","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T14:37:18.585Z","A Stored Cross-site Scripting (XSS) vulnerability in the ""Import of organizational units and title of organizational unit"" feature in ILIAS 7.20 to 7.29 and ILIAS 8.4 to 8.10 as well as ILIAS 9.0 allows remote authenticated attackers with administrative privileges to inject arbitrary web script or HTML via XML file upload.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33260","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T14:48:49.130Z","Jerryscript commit cefd391 was discovered to contain a segmentation violation via the component parser_parse_class at jerry-core/parser/js/js-parser-expr.c","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-33345","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T14:08:44.232Z","D-Link DIR-823G A1V1.0.2B05 was found to contain a Null-pointer dereference in the main function of upload_firmware.cgi, which allows remote attackers to cause a Denial of Service (DoS) via a crafted input.","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2024-33300","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:32:11.743Z","Typora v1.0.0 through v1.7 version (below) Markdown editor has a cross-site scripting (XSS) vulnerability, which allows attackers to execute arbitrary code by uploading Markdown files.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33268","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T13:43:05.418Z","SQL Injection vulnerability in Digincube mdgiftproduct before 1.4.1 allows an attacker to run arbitrary SQL commands via the MdGiftRule::addGiftToCart method.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33898","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T14:30:47.069Z","Axiros AXESS Auto Configuration Server (ACS) 4.x and 5.0.0 has Incorrect Access Control. An authorization bypass allows remote attackers to achieve unauthenticated remote code execution.","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-33791","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-03T19:17:22.743Z","A cross-site scripting (XSS) vulnerability in netis-systems MEX605 v2.00.06 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the getTimeZone function.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33342","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-29T16:43:46.235Z","D-Link DIR-822+ V1.0.5 was found to contain a command injection in SetPlcNetworkpwd function of prog.cgi, which allows remote attackers to execute arbitrary commands via shell.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-33772","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-10T18:50:19.018Z","A buffer overflow vulnerability in /bin/boa on D-Link DIR-619L Rev.B 2.06B1 via formTcpipSetup allows remote authenticated users to trigger a denial of service (DoS) through the parameter ""curTime.""","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33514","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:51:21.099Z","Unauthenticated Denial-of-Service (DoS) vulnerabilities exist in the AP Management service accessed via the PAPI protocol. Successful exploitation of these vulnerabilities results in the ability to interrupt the normal operation of the affected service.  ","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33788","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-06T17:46:11.800Z","Linksys E5600 v1.1.0.26 was discovered to contain a command injection vulnerability via the PinCode parameter at /API/info form endpoint.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-33857","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T18:25:25.909Z","An issue was discovered in Logpoint before 7.4.0. Due to a lack of input validation on URLs in threat intelligence, an attacker with low-level access to the system can trigger Server Side Request Forgery.","","","","CWE-918","CWE-918 Server-Side Request Forgery (SSRF)"
"CVE-2024-33269","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T14:51:45.369Z","SQL Injection vulnerability in Prestaddons flashsales 1.9.7 and before allows an attacker to run arbitrary SQL commands via the FsModel::getFlashSales method.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33267","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T20:13:40.560Z","SQL Injection vulnerability in Hero hfheropayment v.1.2.5 and before allows an attacker to escalate privileges via the HfHeropaymentGatewayBackModuleFrontController::initContent() function.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33666","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T17:14:14.603Z","An issue was discovered in Zammad before 6.3.0. Users with customer access to a ticket could have accessed time accounting details of this ticket via the API. This data should be available only to agents.","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-33411","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T17:41:38.850Z","A SQL injection vulnerability in /model/get_admin_profile.php in Campcodes Complete Web-Based School Management System 1.0 allows attacker to execute arbitrary SQL commands via the my_index parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33304","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:36:44.618Z","SourceCodester Product Show Room 1.0 is vulnerable to Cross Site Scripting (XSS) via ""Last Name"" under Add Users.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33350","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T15:14:07.899Z","Directory Traversal vulnerability in TaoCMS v.3.0.2 allows a remote attacker to execute arbitrary code and obtain sensitive information via the include/model/file.php component.","","","","CWE-22","CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"
"CVE-2024-33222","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-23T16:21:03.187Z","An issue in the component ATSZIO64.sys of ASUSTeK Computer Inc ASUS ATSZIO Driver v0.2.1.7 allows attackers to escalate privileges and execute arbitrary code via sending crafted IOCTL requests.","","","","CWE-782","CWE-782 Exposed IOCTL with Insufficient Access Control"
"CVE-2024-33275","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T14:03:17.469Z","SQL injection vulnerability in Webbax supernewsletter v.1.4.21 and before allows a remote attacker to escalate privileges via the Super Newsletter module in the product_search.php components.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33078","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T13:33:17.741Z","Tencent Libpag v4.3 is vulnerable to Buffer Overflow. A user can send a crafted image to trigger a overflow leading to remote code execution.","","","","CWE-680","CWE-680 Integer Overflow to Buffer Overflow"
"CVE-2024-33763","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T14:13:55.728Z","lunasvg v2.3.9 was discovered to contain a stack-buffer-underflow at lunasvg/source/layoutcontext.cpp.","","","","CWE-124","CWE-124 Buffer Underwrite ('Buffer Underflow')"
"CVE-2024-33213","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T18:18:10.720Z","Tenda FH1206 V1.2.0.8(8155)_EN was discovered to contain a stack-based buffer overflow vulnerability via the mitInterface parameter in ip/goform/RouteStatic.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33881","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T14:50:19.804Z","An issue was discovered in VirtoSoftware Virto Bulk File Download 5.5.44 for SharePoint 2019. The Virto.SharePoint.FileDownloader/Api/Download.ashx isCompleted method allows an NTLMv2 hash leak via a UNC share pathname in the path parameter.","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption"
