"Description","JSON"
"In affected versions of Confluence Server and Data Center, an OGNL injection vulnerability exists that would allow an unauthenticated attacker to execute arbitrary code on a Confluence Server or Data Center instance. The affected versions are before version 6.13.23, from version 6.14.0 before 7.4.11, from version 7.5.0 before 7.11.6, and from version 7.12.0 before 7.12.5.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""OGNL injection"", ""IMPACT"": ""execute arbitrary code"", ""VECTOR"": ""nan"", ""ATTACKER"": ""unauthenticated attacker"", ""PRODUCT"": ""Confluence Server and Data Center"", ""VERSION"": ""multiple versions"", ""COMPONENT"": ""nan""}"
"Internet Explorer Memory Corruption Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Memory Corruption"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Internet Explorer"", ""VERSION"": ""nan"", ""COMPONENT"": ""nan""}"
"Microsoft Exchange Server Remote Code Execution Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Remote Code Execution"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Microsoft Exchange Server"", ""VERSION"": ""nan"", ""COMPONENT"": ""nan""}"
"Microsoft Exchange Server Remote Code Execution Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Remote Code Execution"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Microsoft Exchange Server"", ""VERSION"": ""nan"", ""COMPONENT"": ""nan""}"
"Accellion FTA 9_12_370 and earlier is affected by SQL injection via a crafted Host header in a request to document_root.html. The fixed version is FTA_9_12_380 and later.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""SQL injection"", ""IMPACT"": ""nan"", ""VECTOR"": ""crafted Host header"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Accellion FTA"", ""VERSION"": ""9_12_370 and earlier"", ""COMPONENT"": ""document_root.html""}"
"Accellion FTA 9_12_411 and earlier is affected by OS command execution via a local web service call. The fixed version is FTA_9_12_416 and later.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""OS command execution"", ""VECTOR"": ""local web service call"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Accellion FTA"", ""VERSION"": ""9_12_411 and earlier"", ""COMPONENT"": ""nan""}"
"Accellion FTA 9_12_411 and earlier is affected by SSRF via a crafted POST request to wmProgressstat.html. The fixed version is FTA_9_12_416 and later.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""server side request forgery"", ""IMPACT"": ""nan"", ""VECTOR"": ""crafted POST request"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Accellion FTA"", ""VERSION"": ""9_12_411 and earlier"", ""COMPONENT"": ""wmProgressstat.html""}"
"Accellion FTA 9_12_370 and earlier is affected by OS command execution via a crafted POST request to various admin endpoints. The fixed version is FTA_9_12_380 and later.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""OS command execution"", ""VECTOR"": ""crafted POST request"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Accellion FTA"", ""VERSION"": ""9_12_370 and earlier"", ""COMPONENT"": ""various admin endpoints""}"
"Yealink Device Management (DM) 3.6.0.20 allows command injection as root via the /sm/api/v1/firewall/zone/services URI, without authentication.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""command injection"", ""IMPACT"": ""execute as root"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Yealink Device Management"", ""VERSION"": ""3.6.0.20"", ""COMPONENT"": ""/sm/api/v1/firewall/zone/services URI""}"
"Deserialization of Untrusted Data vulnerability in CheckboxWeb.dll of Checkbox Survey allows an unauthenticated remote attacker to execute arbitrary code. This issue affects: Checkbox Survey versions prior to 7.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""deserialization of untrusted data"", ""IMPACT"": ""execute arbitrary code"", ""VECTOR"": ""nan"", ""ATTACKER"": ""unauthenticated remote attacker"", ""PRODUCT"": ""Checkbox Survey"", ""VERSION"": ""prior to 7"", ""COMPONENT"": ""CheckboxWeb.dll""}"
"Win32k Elevation of Privilege Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Windows"", ""VERSION"": ""nan"", ""COMPONENT"": ""Win32k""}"
"Acrobat Reader DC versions versions 2021.001.20150 (and earlier), 2020.001.30020 (and earlier) and 2017.011.30194 (and earlier) are affected by a Use After Free vulnerability. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""malicious file"", ""ATTACKER"": ""unauthenticated attacker"", ""PRODUCT"": ""Acrobat Reader DC"", ""VERSION"": ""2021.001.20150 and earlier, 2020.001.30020 and earlier, 2017.011.30194 and earlier"", ""COMPONENT"": ""nan""}"
"An improper authorization vulnerability has been reported to affect QNAP NAS running HBS 3 (Hybrid Backup Sync. ) If exploited, the vulnerability allows remote attackers to log in to a device. This issue affects: QNAP Systems Inc. HBS 3 versions prior to v16.0.0415 on QTS 4.5.2; versions prior to v3.0.210412 on QTS 4.3.6; versions prior to v3.0.210411 on QTS 4.3.4; versions prior to v3.0.210411 on QTS 4.3.3; versions prior to v16.0.0419 on QuTS hero h4.5.1; versions prior to v16.0.0419 on QuTScloud c4.5.1~c4.5.4. This issue does not affect: QNAP Systems Inc. HBS 2 . QNAP Systems Inc. HBS 1.3 .","{""ROOTCAUSE"": ""improper authorization"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""log in to device"", ""VECTOR"": ""nan"", ""ATTACKER"": ""remote attackers"", ""PRODUCT"": ""QNAP NAS"", ""VERSION"": ""multiple versions"", ""COMPONENT"": ""HBS 3 (Hybrid Backup Sync)""}"
"Insufficient policy enforcement in PopupBlocker in Google Chrome prior to 91.0.4472.77 allowed a remote attacker to bypass navigation restrictions via a crafted iframe.","{""ROOTCAUSE"": ""insufficient policy enforcement"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""bypass navigation restrictions"", ""VECTOR"": ""crafted iframe"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 91.0.4472.77"", ""COMPONENT"": ""PopupBlocker""}"
"Type confusion in V8 in Google Chrome prior to 91.0.4472.101 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""type confusion"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 91.0.4472.101"", ""COMPONENT"": ""V8""}"
"Use after free in WebGL in Google Chrome prior to 91.0.4472.114 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 91.0.4472.114"", ""COMPONENT"": ""WebGL""}"
"Type Confusion in V8 in Google Chrome prior to 91.0.4472.164 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""type confusion"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 91.0.4472.164"", ""COMPONENT"": ""V8""}"
"Out of bounds write in V8 in Google Chrome prior to 93.0.4577.82 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""out of bounds write"", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 93.0.4577.82"", ""COMPONENT"": ""V8""}"
"Use after free in Indexed DB API in Google Chrome prior to 93.0.4577.82 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""sandbox escape"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker who had compromised the renderer process"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 93.0.4577.82"", ""COMPONENT"": ""Indexed DB API""}"
"A use after free issue was addressed with improved memory management. This issue is fixed in Safari 14.1, iOS 12.5.3, iOS 14.5 and iPadOS 14.5, watchOS 7.4, tvOS 14.5, macOS Big Sur 11.3. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""Safari"", ""iOS"", ""iPadOS"", ""watchOS"", ""tvOS"", ""macOS""], ""VERSION"": ""14.1, 12.5.3, 14.5, 14.5, 7.4, 14.5, Big Sur 11.3"", ""COMPONENT"": ""nan""}"
"An integer overflow was addressed with improved input validation. This issue is fixed in iOS 14.5.1 and iPadOS 14.5.1, tvOS 14.6, iOS 12.5.3, Safari 14.1.1, macOS Big Sur 11.3.1. Processing maliciously crafted web content may lead to arbitrary code execution.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""integer overflow"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""iOS"", ""iPadOS"", ""tvOS"", ""Safari"", ""macOS""], ""VERSION"": ""14.5.1, 14.5.1, 14.6, 12.5.3, 14.1.1, Big Sur 11.3.1"", ""COMPONENT"": ""nan""}"
"A memory corruption issue was addressed with improved state management. This issue is fixed in watchOS 7.4.1, iOS 14.5.1 and iPadOS 14.5.1, tvOS 14.6, iOS 12.5.3, macOS Big Sur 11.3.1. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""memory corruption"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""watchOS"", ""iOS"", ""iPadOS"", ""tvOS"", ""macOS""], ""VERSION"": ""7.4.1, 14.5.1, 14.5.1, 14.6, 12.5.3, Big Sur 11.3.1"", ""COMPONENT"": ""nan""}"
"A buffer overflow issue was addressed with improved memory handling. This issue is fixed in iOS 12.5.3. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""buffer overflow"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""iOS"", ""VERSION"": ""12.5.3"", ""COMPONENT"": ""nan""}"
"A memory corruption issue was addressed with improved state management. This issue is fixed in iOS 12.5.4. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""memory corruption"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""iOS"", ""VERSION"": ""12.5.4"", ""COMPONENT"": ""nan""}"
"A use after free issue was addressed with improved memory management. This issue is fixed in iOS 12.5.4. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited..","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""iOS"", ""VERSION"": ""12.5.4"", ""COMPONENT"": ""nan""}"
"A memory corruption issue was addressed with improved memory handling. This issue is fixed in macOS Big Sur 11.5.1, iOS 14.7.1 and iPadOS 14.7.1, watchOS 7.6.1. An application may be able to execute arbitrary code with kernel privileges. Apple is aware of a report that this issue may have been actively exploited.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""memory corruption"", ""IMPACT"": ""execute arbitrary code with kernel privileges"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""macOS"", ""iOS"", ""iPadOS"", ""watchOS""], ""VERSION"": ""Big Sur 11.5.1, 14.7.1, 14.7.1, 7.6.1"", ""COMPONENT"": ""nan""}"
"A use after free issue was addressed with improved memory management. This issue is fixed in iOS 14.8 and iPadOS 14.8, macOS Big Sur 11.6. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited.","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted web content"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""iOS"", ""iPadOS"", ""macOS""], ""VERSION"": ""14.8, 14.8, Big Sur 11.6"", ""COMPONENT"": ""nan""}"
"An integer overflow was addressed with improved input validation. This issue is fixed in Security Update 2021-005 Catalina, iOS 14.8 and iPadOS 14.8, macOS Big Sur 11.6, watchOS 7.6.2. Processing a maliciously crafted PDF may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""integer overflow"", ""IMPACT"": ""arbitrary code execution"", ""VECTOR"": ""maliciously crafted PDF"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""macOS"", ""iOS"", ""iPadOS"", ""watchOS""], ""VERSION"": ""Catalina, 14.8, 14.8, Big Sur 11.6, 7.6.2"", ""COMPONENT"": ""nan""}"
"A type confusion issue was addressed with improved state handling. This issue is fixed in iOS 12.5.5, iOS 14.4 and iPadOS 14.4, macOS Big Sur 11.2, Security Update 2021-001 Catalina, Security Update 2021-001 Mojave, Security Update 2021-006 Catalina. A malicious application may be able to execute arbitrary code with kernel privileges. Apple is aware of reports that an exploit for this issue exists in the wild.","{""ROOTCAUSE"": ""type confusion"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""execute arbitrary code with kernel privileges"", ""VECTOR"": ""nan"", ""ATTACKER"": ""malicious application"", ""PRODUCT"": [""iOS"", ""macOS""], ""VERSION"": ""12.5.5, 14.4, Big Sur 11.2, Catalina, Mojave, Catalina"", ""COMPONENT"": ""nan""}"
"A memory corruption issue was addressed with improved memory handling. This issue is fixed in iOS 15.0.2 and iPadOS 15.0.2, macOS Monterey 12.0.1, iOS 14.8.1 and iPadOS 14.8.1, tvOS 15.1, watchOS 8.1, macOS Big Sur 11.6.1. An application may be able to execute arbitrary code with kernel privileges. Apple is aware of a report that this issue may have been actively exploited..","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""memory corruption"", ""IMPACT"": ""execute arbitrary code with kernel privileges"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""iOS"", ""iPadOS"", ""macOS"", ""tvOS"", ""watchOS""], ""VERSION"": ""15.0.2, 15.0.2, Monterey 12.0.1, 14.8.1, 14.8.1, 15.1, 8.1, Big Sur 11.6.1"", ""COMPONENT"": ""nan""}"
"An out-of-bounds write issue was addressed with improved bounds checking. This issue is fixed in iOS 14.8.1 and iPadOS 14.8.1, iOS 15.1 and iPadOS 15.1. A malicious application may be able to execute arbitrary code with kernel privileges.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""out-of-bounds write"", ""IMPACT"": ""execute arbitrary code with kernel privileges"", ""VECTOR"": ""nan"", ""ATTACKER"": ""malicious application"", ""PRODUCT"": [""iOS"", ""iPadOS""], ""VERSION"": ""14.8.1, 14.8.1, 15.1, 15.1"", ""COMPONENT"": ""nan""}"
"A buffer overflow issue was addressed with improved memory handling. This issue is fixed in iOS 15.2 and iPadOS 15.2. An application may be able to execute arbitrary code with kernel privileges.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""buffer overflow"", ""IMPACT"": ""execute arbitrary code with kernel privileges"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": [""iOS"", ""iPadOS""], ""VERSION"": [15.2, 15.2], ""COMPONENT"": ""nan""}"
"A deserialization issue was addressed through improved validation. This issue is fixed in Security Update 2021-005 Catalina, iOS 12.5.5, iOS 14.8 and iPadOS 14.8, macOS Big Sur 11.6, watchOS 7.6.2. A sandboxed process may be able to circumvent sandbox restrictions. Apple was aware of a report that this issue may have been actively exploited at the time of release..","{""ROOTCAUSE"": ""improper input validation"", ""WEAKNESS"": ""deserialization"", ""IMPACT"": ""circumvent sandbox restrictions"", ""VECTOR"": ""nan"", ""ATTACKER"": ""sandboxed process"", ""PRODUCT"": [""macOS"", ""iOS"", ""iPadOS"", ""watchOS""], ""VERSION"": ""Catalina, 12.5.5, 14.8, 14.8, Big Sur 11.6, 7.6.2"", ""COMPONENT"": ""nan""}"
"HTTP Protocol Stack Remote Code Execution Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Windows"", ""VERSION"": ""nan"", ""COMPONENT"": ""HTTP Protocol Stack""}"
"Microsoft Exchange Server Security Feature Bypass Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Security Feature Bypass"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Microsoft Exchange Server"", ""VERSION"": ""nan"", ""COMPONENT"": ""nan""}"
"Sudo before 1.9.5p2 contains an off-by-one error that can result in a heap-based buffer overflow, which allows privilege escalation to root via ""sudoedit -s"" and a command-line argument that ends with a single backslash character.","{""ROOTCAUSE"": ""off-by-one error"", ""WEAKNESS"": ""heap-based buffer overflow"", ""IMPACT"": ""privilege escalation to root"", ""VECTOR"": ""command-line argument ending with backslash"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Sudo"", ""VERSION"": ""before 1.9.5p2"", ""COMPONENT"": ""nan""}"
"An issue was discovered on Tenda AC11 devices with firmware through 02.03.01.104_CN. A stack buffer overflow vulnerability in /goform/setmac allows attackers to execute arbitrary code on the system via a crafted post request.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""stack buffer overflow"", ""IMPACT"": ""execute arbitrary code"", ""VECTOR"": ""crafted post request"", ""ATTACKER"": ""attackers"", ""PRODUCT"": ""Tenda AC11"", ""VERSION"": ""through 02.03.01.104_CN"", ""COMPONENT"": ""/goform/setmac""}"
"Windows Kernel Elevation of Privilege Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Windows"", ""VERSION"": ""nan"", ""COMPONENT"": ""Kernel""}"
"Microsoft Exchange Server Information Disclosure Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Microsoft Exchange Server"", ""VERSION"": ""nan"", ""COMPONENT"": ""nan""}"
"Windows Kernel Elevation of Privilege Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Windows"", ""VERSION"": ""nan"", ""COMPONENT"": ""Kernel""}"
"Scripting Engine Memory Corruption Vulnerability","{""ROOTCAUSE"": ""Memory Corruption"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Windows"", ""VERSION"": ""nan"", ""COMPONENT"": ""Scripting Engine""}"
"Microsoft Exchange Server Remote Code Execution Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Remote Code Execution"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Microsoft Exchange Server"", ""VERSION"": ""nan"", ""COMPONENT"": ""nan""}"
"Windows Event Tracing Elevation of Privilege Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Windows"", ""VERSION"": ""nan"", ""COMPONENT"": ""Event Tracing""}"
"Realtek Jungle SDK version v2.x up to v3.4.14B provides a diagnostic tool called 'MP Daemon' that is usually compiled as 'UDPServer' binary. The binary is affected by multiple memory corruption vulnerabilities and an arbitrary command injection vulnerability that can be exploited by remote unauthenticated attackers.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": [""multiple memory corruption vulnerabilities"", ""command injection vulnerability""], ""IMPACT"": ""execute arbitrary code"", ""VECTOR"": ""nan"", ""ATTACKER"": ""remote unauthenticated attackers"", ""PRODUCT"": ""Realtek Jungle SDK"", ""VERSION"": ""v2.x up to v3.4.14B"", ""COMPONENT"": ""MP Daemon""}"
"Realtek Jungle SDK version v2.x up to v3.4.14B provides an HTTP web server exposing a management interface that can be used to configure the access point. Two versions of this management interface exists: one based on Go-Ahead named webs and another based on Boa named boa. Both of them are affected by these vulnerabilities. Specifically, these binaries are vulnerable to the following issues: - stack buffer overflow in formRebootCheck due to unsafe copy of submit-url parameter - stack buffer overflow in formWsc due to unsafe copy of submit-url parameter - stack buffer overflow in formWlanMultipleAP due to unsafe copy of submit-url parameter - stack buffer overflow in formWlSiteSurvey due to unsafe copy of ifname parameter - stack buffer overflow in formStaticDHCP due to unsafe copy of hostname parameter - stack buffer overflow in formWsc due to unsafe copy of 'peerPin' parameter - arbitrary command execution in formSysCmd via the sysCmd parameter - arbitrary command injection in formWsc via the 'peerPin' parameter Exploitability of identified issues will differ based on what the end vendor/manufacturer did with the Realtek SDK webserver. Some vendors use it as-is, others add their own authentication implementation, some kept all the features from the server, some remove some of them, some inserted their own set of features. However, given that Realtek SDK implementation is full of insecure calls and that developers tends to re-use those examples in their custom code, any binary based on Realtek SDK webserver will probably contains its own set of issues on top of the Realtek ones (if kept). Successful exploitation of these issues allows remote attackers to gain arbitrary code execution on the device.","{""ROOTCAUSE"": ""unsafe copy of parameter"", ""WEAKNESS"": ""multiple stack buffer overflows"", ""IMPACT"": [""arbitrary command execution"", ""command injection"", ""execute arbitrary code""], ""VECTOR"": ""nan"", ""ATTACKER"": ""remote attackers"", ""PRODUCT"": ""Realtek Jungle SDK"", ""VERSION"": ""v2.x up to v3.4.14B"", ""COMPONENT"": ""HTTP web server management interface""}"
"ForgeRock AM server before 7.0 has a Java deserialization vulnerability in the jato.pageSession parameter on multiple pages. The exploitation does not require authentication, and remote code execution can be triggered by sending a single crafted /ccversion/* request to the server. The vulnerability exists due to the usage of Sun ONE Application Framework (JATO) found in versions of Java 8 or earlier","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""Java deserialization"", ""IMPACT"": ""remote code execution"", ""VECTOR"": ""crafted /ccversion/* request"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""ForgeRock AM server"", ""VERSION"": ""before 7.0"", ""COMPONENT"": ""jato.pageSession parameter""}"
"A command injection vulnerability in the web server of some Hikvision product. Due to the insufficient input validation, attacker can exploit the vulnerability to launch a command injection attack by sending some messages with malicious commands.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""command injection"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""attacker"", ""PRODUCT"": ""Hikvision"", ""VERSION"": ""nan"", ""COMPONENT"": ""web server""}"
"An improper input validation vulnerability in Trend Micro Apex One, Apex One as a Service, OfficeScan XG, and Worry-Free Business Security 10.0 SP1 allows a remote attached to upload arbitrary files on affected installations. Please note: an attacker must first obtain the ability to logon to the product?s management console in order to exploit this vulnerability.","{""ROOTCAUSE"": ""improper input validation"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""upload arbitrary files"", ""VECTOR"": ""nan"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": [""Trend Micro Apex One"", ""Apex One as a Service"", ""OfficeScan XG"", ""Worry-Free Business Security""], ""VERSION"": ""10.0 SP1"", ""COMPONENT"": ""nan""}"
"A improper input validation vulnerability in Trend Micro Apex One, Apex One as a Service, OfficeScan XG and Worry-Free Business Security 10.0 SP1 allows a local attacker to escalate privileges on affected installations. Please note: an attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability.","{""ROOTCAUSE"": ""improper input validation"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""escalate privileges"", ""VECTOR"": ""nan"", ""ATTACKER"": ""local attacker"", ""PRODUCT"": [""Trend Micro Apex One"", ""Apex One as a Service"", ""OfficeScan XG"", ""Worry-Free Business Security""], ""VERSION"": ""10.0 SP1"", ""COMPONENT"": ""nan""}"
"Windows LSA Spoofing Vulnerability","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""nan"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Windows"", ""VERSION"": ""nan"", ""COMPONENT"": ""LSA""}"
"Zoho ManageEngine ServiceDesk Plus before 11302 is vulnerable to authentication bypass that allows a few REST-API URLs without authentication.","{""ROOTCAUSE"": ""nan"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""authentication bypass"", ""VECTOR"": ""nan"", ""ATTACKER"": ""nan"", ""PRODUCT"": ""Zoho ManageEngine ServiceDesk Plus"", ""VERSION"": ""before 11302"", ""COMPONENT"": ""REST-API URLs""}"
"Use after free in Portals in Google Chrome prior to 94.0.4606.61 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page.","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""sandbox escape"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker who had compromised the renderer process"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 94.0.4606.61"", ""COMPONENT"": ""Portals""}"
"Use after free in V8 in Google Chrome prior to 94.0.4606.71 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","{""ROOTCAUSE"": ""use after free"", ""WEAKNESS"": ""nan"", ""IMPACT"": ""heap corruption"", ""VECTOR"": ""crafted HTML page"", ""ATTACKER"": ""remote attacker"", ""PRODUCT"": ""Google Chrome"", ""VERSION"": ""prior to 94.0.4606.71"", ""COMPONENT"": ""V8""}"
