"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description","description_length"
"CVE-2024-26945","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-16T18:02:34.697Z","In the Linux kernel the following vulnerability has been resolved crypto iaa Fix nr_cpus nr_iaa case If nr_cpus nr_iaa the calculated cpus_per_iaa will be which causes a in rebalance_wq_table Make sure cpus_per_iaa is in that case and also in the nr_iaa case even though cpus_per_iaa is never used if nr_iaa for paranoia","","","","CWE-369","CWE-369 Divide By Zero","320"
"CVE-2024-26957","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T15:55:37.353Z","In the Linux kernel the following vulnerability has been resolved fix reference counting on zcrypt card objects Tests with hot-plugging crytpo cards on KVM guests with debug kernel build revealed an use after free for the load field of the struct zcrypt_card The reason was an incorrect reference handling of the zcrypt card object which could lead to a free of the zcrypt card object while it was still in use This is an example of the slab message kernel First byte instead of kernel Allocated in zcrypt kernel kernel zcrypt kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel Freed in zcrypt kernel kernel zcrypt kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel kernel Slab kernel Object kernel Redzone bb bb bb bb bb bb bb bb kernel Object kkkkkkkkkkkkkkkk kernel Object kkkkkkkkkkkkkkkk kernel Object kkkkkkkkkkkkkkkk kernel Object kkkkkkkkkkkkkkkk kernel Object kkkkkkkkkkkkkkkk kernel Object kkkkkkkkkkhKkkk kernel Redzone bb bb bb bb bb bb bb bb kernel Padding ZZZZZZZZZZZZ kernel CPU PID Comm systemd-udevd Not tainted kernel Hardware name IBM KVM/Linux kernel Call","","","","CWE-416","CWE-416 Use After Free","1169"
"CVE-2024-26797","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T13:56:37.589Z","In the Linux kernel the following vulnerability has been resolved drm/amd/display Prevent potential buffer overflow in map_hw_resources Adds a check in the map_hw_resources function to prevent a potential buffer overflow The function was accessing arrays using an index that could potentially be greater than the size of the arrays leading to a buffer overflow Adds a check to ensure that the index is within the bounds of the arrays If the index is out of bounds an error message is printed and break it will continue execution with just ignoring extra data early to prevent the buffer overflow Reported by smatch map_hw_resources error buffer overflow map_hw_resources error buffer overflow","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","692"
"CVE-2024-26369","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-18T15:07:59.412Z","An issue in the HistoryQosPolicy component of FastDDS and leads to a SIGABRT signal abort upon receiving DataWriter's data","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption","122"
"CVE-2024-26896","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-13T17:14:18.080Z","In the Linux kernel the following vulnerability has been resolved wifi wfx fix memory leak when starting AP Kmemleak reported this error unreferenced object size comm wpa_supplicant pid jiffies age hex dump first bytes back","","","","CWE-125","CWE-125 Out-of-bounds Read","223"
"CVE-2024-26864","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-13T18:32:40.249Z","In the Linux kernel the following vulnerability has been resolved tcp Fix refcnt handling in __inet_hash_connect syzbot reported a warning in sk_nulls_del_node_init_rcu The commit dccp/tcp Unhash sk from ehash for alloc failure after check_estalblished tried to fix an issue that an unconnected socket occupies an ehash entry when allocation fails In such a case we need to revert changes done by check_established which does not hold refcnt when inserting socket into ehash So to revert the change we need to __sk_nulls_add_node_rcu instead of sk_nulls_add_node_rcu Otherwise sock_put will cause refcnt underflow and leak the socket WARNING CPU PID at Modules linked in CPU PID Comm Not tainted Hardware name Google Google Compute Engine/Google Compute Engine BIOS Google RIP Code fb cc cc cc cc eb be RSP EFLAGS RAX RBX RCX RDX RSI RDI RBP FS CS DS ES Call","","","","CWE-200","CWE-200 Exposure of Sensitive Information to an Unauthorized Actor","858"
"CVE-2024-3840","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T19:31:07.142Z","Insufficient policy enforcement in Site Isolation in Google Chrome prior to allowed a remote attacker to bypass navigation restrictions via a crafted HTML page Chromium security severity Medium","","","","CWE-285","CWE-285 Improper Authorization","193"
"CVE-2024-3845","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T17:52:16.287Z","Inappropriate implementation in Networks in Google Chrome prior to allowed a remote attacker to bypass mixed content policy via a crafted HTML page Chromium security severity Low","","","","CWE-358","CWE-358 Improperly Implemented Security Check for Standard","178"
"CVE-2024-3845","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T17:52:16.287Z","Inappropriate implementation in Networks in Google Chrome prior to allowed a remote attacker to bypass mixed content policy via a crafted HTML page Chromium security severity Low","","","","CWE-1068","CWE-1068 Inconsistency Between Implementation and Documented Design","178"
"CVE-2024-3477","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T18:15:19.854Z","The Popup Box WordPress plugin before does not have CSRF checks in some bulk actions which could allow attackers to make logged in admins perform unwanted actions such as deleting popups via CSRF attacks","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","203"
"CVE-2024-3173","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T19:22:00.677Z","Insufficient data validation in Updater in Google Chrome prior to allowed a remote attacker to perform OS-level privilege escalation via a malicious file Chromium security severity High","","","","CWE-20","CWE-20 Improper Input Validation","185"
"CVE-2024-3834","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T19:27:19.920Z","Use after free in Downloads in Google Chrome prior to allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page Chromium security severity High","","","","CWE-416","CWE-416 Use After Free","174"
"CVE-2024-3325","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-10T19:59:02.973Z","Vulnerability in Jaspersoft JasperReport Servers.This issue affects JasperReport Servers from through","","","","CWE-269","CWE-269 Improper Privilege Management","101"
"CVE-2024-3323","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T21:37:09.244Z","Cross Site Scripting in UI Request/Response Validation in TIBCO JasperReports Server and allows allows for the injection of malicious executable scripts into the code of a trusted application that may lead to stealing the user's active session cookie via sending malicious link enticing the user to interact","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","307"
"CVE-2024-3508","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-26T15:53:00.655Z","A flaw was found in Bombastic which allows authenticated users to upload compressed or zstd SBOMs The API endpoint verifies the presence of some fields and values in the JSON To perform this verification the uploaded file must first be decompressed","","","","CWE-434","CWE-434 Unrestricted Upload of File with Dangerous Type","248"
"CVE-2024-3857","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T13:51:17.609Z","The JIT created incorrect code for arguments in certain cases This led to potential use-after-free crashes during garbage collection This vulnerability affects Firefox Firefox ESR and Thunderbird","","","","CWE-416","CWE-416 Use After Free","195"
"CVE-2024-3893","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-25T16:29:42.439Z","The Classified Listing Classified ads Business Directory Plugin plugin for WordPress is vulnerable to unauthorized loss of data due to a missing capability check on the rtcl_fb_gallery_image_delete AJAX action in all versions up to and including This makes it possible for authenticated attackers with subscriber-level access and above to delete arbitrary attachements","","","","CWE-862","CWE-862 Missing Authorization","368"
"CVE-2024-3911","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T18:28:42.519Z","An unauthenticated remote attacker can deceive users into performing unintended actions due to improper restriction of rendered UI layers or frames","","","","CWE-1021","CWE-1021 Improper Restriction of Rendered UI Layers or Frames","147"
"CVE-2024-3169","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T14:19:31.422Z","Use after free in in Google Chrome prior to allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page Chromium security severity High","","","","CWE-416","CWE-416 Use After Free","164"
"CVE-2024-3914","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T15:44:16.193Z","Use after free in in Google Chrome prior to allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page Chromium security severity High","","","","CWE-416","CWE-416 Use After Free","164"
"CVE-2024-3843","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T18:27:02.689Z","Insufficient data validation in Downloads in Google Chrome prior to allowed a remote attacker to perform UI spoofing via a crafted HTML page Chromium security severity Medium","","","","CWE-290","CWE-290 Authentication Bypass by Spoofing","174"
"CVE-2024-3472","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-03T16:54:27.754Z","The Modal Window WordPress plugin before does not have CSRF check in place when bulk deleting modals which could allow attackers to make a logged in admin delete them via a CSRF attack","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","184"
"CVE-2024-3837","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T14:29:07.626Z","Use after free in QUIC in Google Chrome prior to allowed a remote attacker who had compromised the renderer process to potentially exploit heap corruption via a crafted HTML page Chromium security severity Medium","","","","CWE-416","CWE-416 Use After Free","212"
"CVE-2024-3841","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-13T18:33:26.641Z","Insufficient data validation in Browser Switcher in Google Chrome prior to allowed a remote attacker to inject scripts or HTML into a privileged page via a malicious file Chromium security severity Medium","","","","CWE-20","CWE-20 Improper Input Validation","204"
"CVE-2024-3847","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T17:47:31.007Z","Insufficient policy enforcement in WebUI in Google Chrome prior to allowed a remote attacker to bypass content security policy via a crafted HTML page Chromium security severity Low","","","","CWE-691","CWE-691 Insufficient Control Flow Management","181"
"CVE-2024-3847","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T17:47:31.007Z","Insufficient policy enforcement in WebUI in Google Chrome prior to allowed a remote attacker to bypass content security policy via a crafted HTML page Chromium security severity Low","","","","CWE-305","CWE-305 Authentication Bypass by Primary Weakness","181"
"CVE-2024-3852","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T15:36:15.585Z","GetBoundName could return the wrong version of an object when JIT optimizations were applied This vulnerability affects Firefox Firefox ESR and Thunderbird","","","","CWE-386","CWE-386 Symbolic Name not Mapping to Correct Object","155"
"CVE-2024-3060","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-26T17:21:39.318Z","The ENL Newsletter WordPress plugin through does not sanitize and escape a parameter before using it in a SQL statement allowing admin to perform SQL injection attacks","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')","167"
"CVE-2024-3854","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-22T19:09:56.257Z","In some code patterns the JIT incorrectly optimized switch statements and generated code with out-of-bounds-reads This vulnerability affects Firefox Firefox ESR and Thunderbird","","","","CWE-125","CWE-125 Out-of-bounds Read","176"
"CVE-2024-3859","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T23:49:26.408Z","On versions there were integer-overflows that led to an out-of-bounds-read that potentially could be triggered by a malformed OpenType font This vulnerability affects Firefox Firefox ESR and Thunderbird","","","","CWE-190","CWE-190 Integer Overflow or Wraparound","202"
"CVE-2024-3859","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T23:49:26.408Z","On versions there were integer-overflows that led to an out-of-bounds-read that potentially could be triggered by a malformed OpenType font This vulnerability affects Firefox Firefox ESR and Thunderbird","","","","CWE-125","CWE-125 Out-of-bounds Read","202"
"CVE-2024-3515","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-19T21:56:46.675Z","Use after free in Dawn in Google Chrome prior to allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page Chromium security severity High","","","","CWE-416","CWE-416 Use After Free","169"
"CVE-2024-3407","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-15T14:26:07.148Z","The WP Prayer WordPress plugin through does not have CSRF checks in some places which could allow attackers to make logged in users perform unwanted actions via CSRF attacks","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","173"
"CVE-2024-3175","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T17:23:20.997Z","Insufficient data validation in Extensions in Google Chrome prior to allowed a remote attacker to perform privilege escalation via a crafted Chrome Extension Chromium security severity Low","","","","CWE-1287","CWE-1287 Improper Validation of Specified Type of Input","188"
"CVE-2024-3839","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T18:57:31.090Z","Out of bounds read in Fonts in Google Chrome prior to allowed a remote attacker to obtain potentially sensitive information from process memory via a crafted HTML page Chromium security severity Medium","","","","CWE-125","CWE-125 Out-of-bounds Read","201"
"CVE-2024-39894","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-03T13:10:41.799Z","OpenSSH through before sometimes allows timing attacks against echo-off password entry e.g for su and Sudo because of an ObscureKeystrokeTiming logic error Similarly other timing attacks against keystroke entry could occur","","","","CWE-367","CWE-367 Time-of-check Time-of-use (TOCTOU) Race Condition","222"
"CVE-2024-39931","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-08T16:43:31.308Z","Gogs through allows deletion of internal files","","","","CWE-552","CWE-552 Files or Directories Accessible to External Parties","46"
"CVE-2024-39479","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-05T14:34:55.204Z","In the Linux kernel the following vulnerability has been resolved Get rid of devm When both hwmon and hwmon drvdata on which hwmon depends are device managed resources the expectation on device unbind is that hwmon will be released before drvdata However in there are two separate code paths which both release either drvdata or hwmon and either can be released before the other These code paths for device unbind are as follows see also the bug referenced below Call","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption","467"
"CVE-2024-39210","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-08T14:48:12.623Z","Best House Rental Management System was discovered to contain an arbitrary file read vulnerability via the Page parameter at index.php This vulnerability allows attackers to read arbitrary PHP files and access other sensitive information within the application","","","","CWE-200","CWE-200 Exposure of Sensitive Information to an Unauthorized Actor","260"
"CVE-2024-39877","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-17T13:25:39.523Z","Apache Airflow and versions before has a vulnerability that allows authenticated DAG authors to craft a doc_md parameter in a way that could execute arbitrary code in the scheduler context which should be forbidden according to the Airflow Security model Users should upgrade to version or later which has removed the vulnerability","","","","CWE-277","CWE-277 Insecure Inherited Permissions","331"
"CVE-2024-39340","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-12T17:08:36.836Z","A security vulnerability has been discovered in the handling of OTP keys in the authentication system of Securepoint UTM This vulnerability allows the bypassing of second-factor verification when OTP is enabled in both the administration web interface and the user portal Affected versions include UTM to and the Reseller Preview version The issue has been fixed in UTM versions and","","","","CWE-287","CWE-287 Improper Authentication","382"
"CVE-2024-39031","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-11T17:26:38.022Z","In Silverpeas Core inside of mes agendas a user can create a new event and add it to his calendar The user can also add other users to the event from the same domain including administrator A normal user can create an event with XSS payload inside Titre and Description parameters and add the administrator or any user to the event When the other user victim visits his own profile even without clicking on the event the payload will be executed on the victim side","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","464"
"CVE-2024-39331","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T21:32:02.854Z","In Emacs before org-link-expand-abbrev in lisp/ol.el expands a link abbrev even when it specifies an unsafe function such as shell-command-to-string This affects Org Mode before","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","177"
"CVE-2024-39840","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T19:23:03.602Z","Factorio before allows a crafted server to execute arbitrary code on clients via a custom map that leverages the ability of certain Lua base module functions to execute bytecode and generate fake objects","","","","CWE-787","CWE-787 Out-of-bounds Write","203"
"CVE-2024-39220","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-08T20:24:20.294Z","BAS-IP before firmware allows authenticated attackers to read SIP account passwords via a crafted GET request","","","","CWE-256","CWE-256 Plaintext Storage of a Password","109"
"CVE-2024-39933","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-11T20:47:33.738Z","Gogs through allows argument injection during the tagging of a new release","","","","CWE-88","CWE-88 Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')","74"
"CVE-2024-39891","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-02T18:29:13.344Z","In the Twilio Authy API accessed by Authy Android before and Authy iOS before an unauthenticated endpoint provided access to certain phone-number data as exploited in the wild in June Specifically the endpoint accepted a stream of requests containing phone numbers and responded with information about whether each phone number was registered with Authy Authy accounts were not compromised however","","","","CWE-203","CWE-203 Observable Discrepancy","397"
"CVE-2024-39069","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T18:04:10.281Z","An issue in ifood Order Manager Gestor de Peddios.exe allows attackers to execute arbitrary code via a DLL hijacking attack","","","","CWE-491","CWE-491 Public cloneable() Method Without Final ('Object Hijack')","123"
"CVE-2024-39932","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-05T14:01:42.722Z","Gogs through allows argument injection during the previewing of changes","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","71"
"CVE-2024-39202","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T16:04:23.348Z","D-Link firmware was discovered to contain a remote command execution RCE vulnerability via the dhcpd_startip parameter at goform/set_lan_settings","","","","CWE-78","CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","145"
"CVE-2024-39927","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-15T13:01:18.153Z","Out-of-bounds write vulnerability exists in Ricoh MFPs and printers If a remote attacker sends a specially crafted request to the affected products the products may be able to cause a denial-of-service DoS condition and/or user's data may be destroyed","","","","CWE-787","CWE-787 Out-of-bounds Write","251"
"CVE-2024-39018","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-10T19:30:36.918Z","harvey-woo was discovered to contain a prototype pollution via the function query This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service DoS via injecting arbitrary properties","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')","211"
"CVE-2024-39071","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-10T14:39:50.419Z","Fujian Kelixun is vulnerable to SQL Injection in send_event.php","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","63"
"CVE-2024-39329","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-10T16:26:17.485Z","An issue was discovered in Django before and before The django.contrib.auth.backends.ModelBackend.authenticate method allows remote attackers to enumerate users via a timing attack involving login requests for users with an unusable password","","","","CWE-208","CWE-208 Observable Timing Discrepancy","241"
"CVE-2024-39022","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T15:43:32.406Z","idccms was discovered to contain a Cross-Site Request Forgery CSRF vulnerability via admin/infoSys_deal.php?mudi=deal","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","117"
"CVE-2024-39156","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-27T18:19:51.377Z","idccms was discovered to contain a Cross-Site Request Forgery CSRF via the component admin/keyWord_deal.php?mudi=add","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","116"
"CVE-2024-39943","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-05T14:50:18.881Z","rejetto HFS aka HTTP File Server before on Linux UNIX and macOS allows OS command execution by remote authenticated users if they have Upload permissions This occurs because a shell is used to execute df i.e with execSync instead of spawnSync in child_process in Node.js","","","","CWE-284","CWE-284 Improper Access Control","270"
"CVE-2024-39157","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-27T18:18:13.172Z","idccms was discovered to contain a Cross-Site Request Forgery CSRF via the component","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","84"
"CVE-2024-39008","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T15:51:37.527Z","robinweser fast-loops was discovered to contain a prototype pollution via the function objectMergeDeep This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service DoS via injecting arbitrary properties","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')","232"
"CVE-2024-39937","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-08T18:46:56.244Z","supOS allows api/image/download?fileName directory traversal for reading files","","","","CWE-22","CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","78"
"CVE-2024-39206","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-03T14:32:42.844Z","An issue discovered in Backup Agent and allows attackers to obtain network share credentials used in a backup due to enginesettings.list being encrypted with a hard coded key","","","","CWE-269","CWE-269 Improper Privilege Management","174"
"CVE-2024-39208","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T20:32:47.063Z","luci-app-lucky was discovered to contain hardcoded credentials","","","","CWE-798","CWE-798 Use of Hard-coded Credentials","62"
"CVE-2024-39853","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T19:34:19.165Z","adolph_dudu ratio-swiper was discovered to contain a prototype pollution via the function parse This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service DoS via injecting arbitrary properties","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')","225"
"CVE-2024-39251","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T17:20:50.520Z","An issue in the component of ThundeRobot Control Center allows attackers to access sensitive information execute arbitrary code or escalate privileges via sending crafted IOCTL requests","","","","CWE-782","CWE-782 Exposed IOCTL with Insufficient Access Control","185"
"CVE-2024-39153","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-28T20:14:14.519Z","idccms was discovered to contain a Cross-Site Request Forgery CSRF via the component admin/info_deal.php?mudi=del&dataType=news&dataTypeCN","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)","138"
"CVE-2024-39171","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T19:17:45.571Z","Directory Travel in PHPVibe due to incomplete blacklist checksums and directory checks which can lead to code execution via writing specific statements to htaccess and code to a file with a png suffix","","","","CWE-35","CWE-35 Path Traversal: '.../...//'","200"
"CVE-2024-39236","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T21:02:08.836Z","Gradio was discovered to contain a code injection vulnerability via the component gradio/component_meta.py This vulnerability is triggered via a crafted input","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","158"
"CVE-2024-39844","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-05T14:28:27.702Z","In ZNC before remote code execution can occur in modtcl via a KICK","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","66"
"CVE-2024-39017","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T21:09:42.932Z","agreejs shared was discovered to contain a prototype pollution via the function mergeInternalComponents This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service DoS via injecting arbitrary properties","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","233"
"CVE-2024-39130","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-28T15:11:24.851Z","A NULL Pointer Dereference discovered in DumpTS allows attackers to cause a denial of service via the function DumpOneStream at src/DumpStream.cpp","","","","CWE-476","CWE-476 NULL Pointer Dereference","146"
"CVE-2024-39003","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T14:52:12.881Z","amoyjs amoy common was discovered to contain a prototype pollution via the function setValue This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service DoS via injecting arbitrary properties","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')","222"
"CVE-2024-39542","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-11T19:37:29.537Z","An Improper Validation of Syntactic Correctness of Input vulnerability in the Packet Forwarding Engine PFE of Juniper Networks Junos OS on MX Series with or and Junos OS Evolved on ACX Series and PTX Series allows an unauthenticated network based attacker to cause a Denial-of-Service DoS This issue can occur in two scenarios If a device which is configured with SFLOW and ECMP receives specific valid transit traffic which is subject to sampling the packetio process crashes which in turn leads to an evo-aftman crash and causes the FPC to stop working until it is restarted This scenario is only applicable to PTX but not to ACX or MX If a device receives a malformed CFM packet on an interface configured with CFM the packetio process crashes which in turn leads to an evo-aftman crash and causes the FPC to stop working until it is restarted Please note that the CVSS score is for the formally more severe issue The CVSS score for scenario is This issue affects Junos OS All versions before versions before versions before Junos OS Evolved All versions before versions before","","","","CWE-1286","CWE-1286 Improper Validation of Syntactic Correctness of Input","1080"
"CVE-2024-39669","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-28T15:18:58.913Z","In the Console in Soffid IAM before necessary checks were not applied to some Java objects A malicious agent could possibly execute arbitrary code in the Sync Server and compromise security","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')","189"
"CVE-2024-39174","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-08T13:58:44.653Z","A cross-site scripting XSS vulnerability in the Publish Article function of yzmcms allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into a published article","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","196"
"CVE-2024-39828","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T18:20:04.574Z","Sandboxels through allows XSS via a message in a modified saved-game file This was fixed in a hotfix to on","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","106"
"CVE-2024-39000","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-01T19:38:10.544Z","adolph_dudu ratio-swiper was discovered to contain a prototype pollution via the function parse This vulnerability allows attackers to execute arbitrary code or cause a Denial of Service DoS via injecting arbitrary properties","","","","CWE-1321","CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution')","225"
